creator;data de nascimento;data de morte;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death;fonte_place_of_death;observacoes_place_of_death;confianca_place_of_death;fonte_data_de_nascimento;fonte_data_de_morte;observacoes_datas_biograficas;confianca_datas_biograficas
Giuseppe Cavatti;;;Brazil;Universidade Federal do Espírito Santo;-20.276626;-40.303677;Brasília;;male;FILE Festival;high;;Wikidata;high;FILE;;-15.7793842;-47.9257379;100.0;;;;;"atividade recente em fonte aberta; sem evidência de óbito";;;;;
Giuseppe Leone Righini;1820;1884;Brazil;Accademia Albertina di Belle Arti;45.0675;7.689444;Turin;Belém;male;https://pt.wikipedia.org/wiki/Giuseppe_Leone_Righini | https://www.brasilianaiconografica.art.br/autores/22885/leone-righini | https://www.escritoriodearte.com/artista/giuseppe-leone-righini;medium;;Wikidata;high;Pinacoteca de São Paulo;high;45.0683751;7.6830662;100.0;-1.4549817;-48.502273;100.0;Enciclopédia Itaú Cultural;;high;Wikidata;Wikidata;;high
Giuseppe Morrocchi;1940;2024;;;;;San Casciano in Val di Pesa, Florence, Italy;Florence;male;;;biografia localizada> formação não localizada com segurança;SIUSA / Gabinetto Vieusseux;high;MAC USP;;43.6598;11.1849;;43.7686976;11.2569291;100.0;SIUSA;;high;SIUSA | Archivi di personalità;SIUSA | Archivi di personalità;;high
Giuseppe Santomaso;1907;1990;Italy;Accademia di Belle Arti di Venezia;45.4286;12.3305;Venice;Venice;male;https://en.wikipedia.org/wiki/Giuseppe_Santomaso;medium;A fonte consultada informa início dos estudos na Academia de Belas Artes de Veneza em 1932.;Wikidata;high;MAC USP;medium;45.434608;12.338913;100.0;45.434608;12.338913;100.0;Treccani;;high;Ulan;Ulan;;high
Giustino Di Gregorio;1962;;Italy;;;;Teramo, Italy;;male;;;;MOT / Teramo Rock;medium;FILE;;42.661269;13.6985307;100.0;;;;;"atividade recente em fonte aberta; sem evidência de óbito";;MOT | Musica Originale Teramo;;;medium
Gladis Reveilleau;;;;Fundação Armando Álvares Penteado (FAAP);-23.5450155;-46.6630802;Rio de Janeiro, RJ, Brazil;;female;https://galeria-atelierflorymenezes.com/gladis-reveilleau/;low;formada em Artes Plásticas na FAAP> fonte também a descreve como figurinista> datas não localizadas;https://galeria-atelierflorymenezes.com/gladis-reveilleau/;medium;Museu de Arte Religiosa e Tradicional;medium;-22.9014475;-43.1789159;;;;;;"obras e atelier ativos em fonte aberta; sem evidência de óbito";;;;;
Glasz DeCuir;;;Spain;;;;Donostia/San Sebastián, Spain;;female;;;;Meta-Morphosis Digital (biografia);medium;FILE;;43.320905;-1.9845145;100.0;;;;;"atividade recente em fonte aberta; sem evidência de óbito";;;;;
Glyph;;;India;;;;India;;male;;;FILE explicita “País de Origem: Índia”> preenchido em nível de país.;FILE Festival (País de Origem);high;FILE;;20.593684;78.96288;;;;;;"nome artístico em atividade recente; sem evidência de óbito";;;;;
Gonzalo Borondo;1989;;Spain;Universidad Complutense de Madrid > Accademia di Belle Arti di Roma;40.44903888888889 > 41.9075;-3.727030555555555 > 12.4756;Valladolid;;male;entrevista Stampa Reggiana + fontes secundárias convergentes;medium;;Wikidata;high;FILE;;41.6529421;-4.7283839;100.0;;;;;"atividade recente em site oficial; sem evidência de óbito";;Wikidata;;;high
Grace Mi;;;;University of Southern California (USC);34.021667;-118.285278;Los Angeles, California, United States;;female;FILE Festival;high;fonte biográfica informa origem em Los Angeles.;site oficial da artista / FILE Festival;high;FILE;;34.053691;-118.242766;;;;;;"atividade recente em site oficial; sem evidência de óbito";;;;;
Graciliano Vicente Xavier;1856;1934;Brazil;Liceu de Artes e Ofícios de São Paulo > advanced training with Almeida Júnior;-23.533145 > ;-46.626758 > ;São Paulo;São Paulo;male;https://pt.wikipedia.org/wiki/Graciliano_Vicente_Xavier;medium;A fonte disponível informa que foi discípulo de Jules Martin no Liceu de Artes e Ofícios de São Paulo e que depois se aperfeiçoou com Almeida Júnior.;Wikidata;high;Museu Paulista;high;-23.5486657;-46.6382522;100.0;-23.5486657;-46.6382522;100.0;Wikipedia PT;"local mantido com base em fonte aberta; não localizei fonte institucional direta do óbito";medium;Wikidata;Wikidata;;high
Graham Sutherland;1903;1980;United Kingdom;Goldsmiths, University of London;51.474269;-0.035411;Streatham;London;male;Tate> biografia institucional;high;;Wikidata;high;MAC USP;high;51.42897;-0.13184;100.0;51.50740836;-0.127698693;100.0;Britannica;"ajustado de Streatham para London; Streatham aparece nas fontes como local de nascimento";high;Wikidata > Ulan;Wikidata > Ulan;;high
Grant Petrey;;;United Kingdom;Royal College of Art > Sir John Cass School of Art, Architecture & Design, London Metropolitan University > Institute of Education, University College London > Royal Central School of Speech & Drama, University of London > University of Wales, Trinity St David;51.501388888889 > 51.551574 > 51.52472222222222 > 51.54416666666667 > 51.85865;-0.17888888888889 > -0.110687 > -0.13361111111111112 > -0.17416666666666666 > -4.32798;United Kingdom;;male;site oficial do artista> Royal College of Art;high;FILE explicita “País de Origem: Reino Unido”> preenchido em nível de país.;FILE Festival (País de Origem);high;FILE;;53.408386605;-1.969559544;100.0;;;;;"atividade recente em site oficial e projetos em 2025; sem evidência de óbito";;;;;
Greg ‘Craola’ Simkins;1975;;United States;California State University, Long Beach;33.78219444444444;-118.122;Torrance, California, United States;;male;site oficial do artista;high;;site oficial do artista;high;FILE;;33.8363301;-118.3400381;100.0;;;;;"site oficial ativo e biografia atual; sem evidência de óbito";;;;;
Guilherme Marcondes;1977;;Brazil;Universidade de São Paulo (USP);-23.5613991;-46.7307891;São Paulo;;male;FILE Festival;high;;Wikidata;high;FILE;;-23.5486657;-46.6382522;100.0;;;;;"site oficial indica que vive em NYC; sem evidência de óbito";;Grupo Extremidades;;;high
Guli Silberstein;;;Israel;Tel Aviv University > The New School University;32.1125 > 40.73534;34.805 > -73.99704;Israel;;male;site oficial do artista | FILE Festival;high;;FILE Festival (biografia do artista);high;FILE;;31.977711512;34.979217692;100.0;;;;;"site oficial ativo; sem evidência de óbito";;;;;
Gustave Courbet;1819;1877;France;Académie Suisse > Collège Royal de Besançon > brief studies with Charles de Steuben;48.8545 > 47.2372 >;2.3446 > 6.02031 >;Ornans;La Tour-de-Peilz;male;https://www.encyclopedia.com/people/literature-and-arts/european-art-1600-present-biographies/gustave-courbet | https://pt.wikipedia.org/wiki/Gustave_Courbet> https://www.encyclopedia.com/people/literature-and-arts/european-art-1600-present-biographies/gustave-courbet;medium;A trajetória inclui formação independente no Louvre após estudo breve em ateliê.;Wikidata;high;MASP;medium;47.105945536;6.147111639;100.0;46.454252892;6.867656059;100.0;courbet.ch;;high;Wikidata;Wikidata;;high
Gustave James;1800;1885;;French artistic training;;;;Rio de Janeiro;male;https://www.brasilianaiconografica.art.br/;medium;Registro prudente por ausência de instituição específica em fonte aberta.;;;Museu Histórico Nacional;low;;;;-22.9111111111;-43.2055555556;100.0;Enciclopédia Itaú Cultural;;high;;;;
Gustave Singier;1909;1984;Belgium;École Boulle;48.8465;2.39097;Warneton;Paris;male;Wikipedia> Annex Galleries;medium;;Wikidata;high;MAC USP;medium;50.75158;2.94635;100.0;48.856372814;2.352529617;100.0;Centre Pompidou;"ajustado de 14th arrondissement of Paris para Paris; fonte consultada explicita apenas Paris";high;Wikidata > Ulan;Wikidata > Ulan;;high
Gustavo Dall'Ara;1865;1923;Brazil;Accademia di Belle Arti di Venezia;45.431078;12.328139;Rovigo;Rio de Janeiro;male;https://enciclopedia.itaucultural.org.br/pessoas/7053-gustavo-dall-ara | https://pt.wikipedia.org/wiki/Gustavo_Dall%27Ara;medium;Preferida a forma oficial da academia na Itália, com equivalência em português.;Wikidata;high;Museu Nacional de Belas Artes;high;45.0707365;11.7897964;100.0;-22.9014475;-43.1789159;100.0;https://tainacan.senado.leg.br/artistas/gustavo-giovanni-dallara/;"Itaú Cultural explicita Vargem Alegre RJ; coordenadas atribuídas ao distrito homônimo em Barra do Piraí";medium;Wikidata > Ulan;Wikidata > Ulan;;high
Gustavo Von Ha;1977;;;Universidade do Oeste Paulista > grupo de pesquisa de Leda Catunda na Faculdade Santa Marcelina > PIESP;-22.125833333333 > -23.550394444444 > -23.550394444444;-51.388888888889 > -46.633947222222 > -46.633947222222;Presidente Prudente, SP, Brazil;;male;https://pt.wikipedia.org/wiki/Gustavo_von_Ha | https://enciclopedia.itaucultural.org.br/pessoa365941/gustavo-von-ha;medium;;MAC USP;high;MAC USP;high;-22.1207;-51.3925;;;;;;"atividade recente em biografia oficial e Prêmio PIPA; sem evidência de óbito";;Wikidata;;;high
Hamza Kirbas;1992;;Turkey;Batman University Faculty of Fine Arts > Silesia University Faculty of Fine Arts, Graphic Design Department > Hacettepe University Institute of Fine Arts;38.081944 > 50.26075 > 39.867222222222;41.407222 > 19.028306 > 32.734444444444;Batman, Turkey;;male;site oficial do artista | FILE Festival;high;;FILE Festival (biografia do artista);high;FILE;;37.899913;41.129208;100.0;;;;;"perfil recente indica atuação internacional e base em NYC; sem evidência de óbito";;FILE Festival;;;high
Hana Al Ali;;;United Arab Emirates;American University of Sharjah;25.309722;55.490556;United Arab Emirates;;female;American University of Sharjah | Behance;high;FILE explicita “País de Origem: Emirados Árabes Unidos”> preenchido em nível de país.;FILE Festival (País de Origem);high;FILE;;23.424076;53.847818;;;;;;"site oficial ativo; sem evidência de óbito";;;;;
Hannah Doran;;;United Kingdom;Wrexham Glyndwr University School of Creative Arts;53.054;-3.006;Wales, United Kingdom;;female;FILE Festival;high;FILE explicita “País de Origem: País de Gales”> preenchido no nível mais específico disponível.;FILE Festival (País de Origem);high;FILE;;52.130661;-3.783712;;;;;;fontes consultadas não trazem evidência de óbito nem local de morte;;;;;
Hannes Arvid Andersson;;;Netherlands;SAE Institute Barcelona > Middlesex University > Frank Mohr Institute, Hanze University of Applied Sciences;41.41219 > 51.5893495 > 53.24051389;2.201316 > -0.2282466 > 6.53270278;Sweden;;male;Othernode | SoundCloud;medium;;perfil acadêmico / Academia.edu;medium;FILE;;64.712585547;17.260487956;100.0;;;;;"atividade recente em site oficial e projetos de 2024; sem evidência de óbito";;;;;
Hans Hartung;1904;1989;Germany;Universidade de Leipzig > escolas de arte em Leipzig > escolas de arte em Dresden > escolas de arte em Munique;51.340632 > 51.340632 > 51.0493286 > 48.1375;12.374733 > 12.374733 > 13.7381437 > 11.575;Leipzig;Antibes;male;https://www.oexplorador.com.br/hans-hartung-foi-um-pioneiro-da-pintura-abstrata-europeia-uma-figura-proeminente-no-mundo-da-arte-parisiense-de-1945-em-diante-e-o-vencedor-em-1960-do-grande-premio-na-bienal-de-veneza-autodidata-c/;high;fonte secundária> instituições específicas não detalhadas;Wikidata;high;MAC USP;low;51.338287999;12.377931001;100.0;43.581344179;7.12791404;100.0;Centre Pompidou;;high;;;;
Hans Holbein the Younger;1497;1543;Holy Romen Empire;training with his father Hans Holbein the Elder, in a family workshop >;48.36889 > 47.55472;10.89778 > 7.59056;Augsburg;London;male;https://en.wikipedia.org/wiki/Hans_Holbein_the_Younger | https://www.britannica.com/biography/Hans-Holbein-the-Younger;high;Não foi identificada academia formal> formação registrada como oficina familiar.;Wikidata;high;MASP;medium;48.369695999;10.892578;100.0;51.50740836;-0.127698693;100.0;Britannica;;high;Ulan;Ulan;;high
Hans Memling;1430;1494;Habsburg Netherlands;apprenticeship in Mainz ou Cologne > workshop of Rogier van der Weyden;50.942222222222 >;6.9577777777778 >;Seligenstadt;Bruges;male;https://en.wikipedia.org/wiki/Hans_Memling;medium;A própria fonte sinaliza incerteza entre Mainz e Colônia> mantida a incerteza.;Wikidata;high;MASP;medium;50.044319999;8.972602999;100.0;51.266855502;3.220199559;100.0;Britannica;;high;;;;
Hans Nöbauer;1893;1971;Austria;Akademie der bildenden Künste Wien;48.201388888889;16.365277777778;Vienna;Rio de Janeiro;male;https://artsandculture.google.com/story/domingo-na-fazenda/EwWx1oA8YnMEtg?hl=pt-BR;high;A fonte somente explicita que realizou seus estudos em Viena, sem indicar instituição.;Wikidata;high;Museu Histórico Nacional;low;48.2092062;16.3727778;100.0;-22.9014475;-43.1789159;100.0;Museu Histórico Nacional / Google Arts & Culture;;high;Wikidata;Wikidata;;high
Hans Platschek;1923;2000;Germany;National School of Fine Arts of Montevideo;-34.9011;-56.1645;Berlin;Hamburg;male;https://www.kettererkunst.com/bio/hans-platschek-1923.php | https://www.hans-platschek-stiftung.de/;medium;"Biografias convergentes situam sua formação artística em Montevidéu; não foi confirmada formação na HFBK Hamburg.";Wikidata;high;MAC USP;low;52.517669999;13.405537999;100.0;53.550677999;9.99697;100.0;Hans Platschek Stiftung;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Hans Uhlmann;1900;1975;Germany;Vereinigte Staatsschulen für freie und angewandte Kunst;52.5090564;13.3267886;Berlin;Berlin;male;fontes biográficas de referência;medium;instituição identificada> datas não localizadas com precisão;Wikidata;high;MAC USP;low;52.517669999;13.405537999;100.0;52.517669999;13.405537999;100.0;Städel Museum;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Hansi Raber;;;Austria;;;;Austria;;male;;;FILE explicita “País de Origem: Áustria”> preenchido em nível de país.;FILE Festival (País de Origem);high;FILE;;47.585810005;14.137076948;100.0;;;;;"atividade recente em site institucional; sem evidência de óbito";;;;;
Harshini J. Karunaratne;;;Sri Lanka;New York University Abu Dhabi;24.5239;54.4346;Sri Lanka;;non-binary;site oficial da artista | FILE Festival;high;FILE explicita “País de Origem: Sri Lanka”> preenchido em nível de país.;FILE Festival (País de Origem);high;FILE;;7.873054;80.771797;;;;;;"site oficial ativo e circulação recente; sem evidência de óbito";;;;;
Heidi Hörsturz;;;Netherlands;ArtEZ University of the Arts;51.98399613367563;5.8943865238974;Netherlands;;female;V2 / site oficial da artista;high;FILE explicita “País de Origem: Países Baixos / Holanda”> preenchido em nível de país.;FILE Festival (País de Origem);high;FILE;;52.249375293;5.616126398;100.0;;;;;"site oficial ativo; sem evidência de óbito";;;;;
Heidy Cordero-Arias;;;United States;Pratt Institute;40.691111;-73.963889;;;;Pratt Institute (Dean's List / Merit);high;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;registros acadêmicos e artísticos consultados não explicitam óbito nem local de morte;;;;;
Heiner Kielholz;1942;;Switzerland;Kunstgewerbeschule Zürich;47.38295;8.5358;Rheinfelden;;male;https://de.wikipedia.org/wiki/Heiner_Kielholz;medium;;Wikidata;high;MAC USP;high;47.561127999;7.783650001;100.0;;;;;"exposição no Bündner Kunstmuseum em 2026 indica atividade recente; sem evidência de óbito";;Ulan;;;high
Heinz Battke;1900;1966;Germany;Adolf Propp private art school > Prussian Academy of Arts in Berlin > studies with Karl Hofer;52.5200 > 52.5200 > 52.5200;13.4050 > 13.4050 > 13.4050;Berlin;Frankfurt;male;https://sammlung.staedelmuseum.de/en/person/battke-heinz;high;"O Städel Museum confirma estudos na escola particular de Adolf Propp e, depois, na academia de Berlim com Karl Hofer; Dresden não foi confirmada.";Wikidata;high;MAC USP;low;52.517669999;13.405537999;100.0;50.110879999;8.682433;100.0;;;;Wikidata > Ulan;Wikidata > Ulan;;high
Heinz Kühn;1908;1987;;artistic training in Berlin (institution not specified in the source);52.516666666667;13.383333333333;Berlin, Germany;São Paulo;male;https://galeriadearte.art.br/artista/heinz-kuhn/ | https://blombo.com/artistas/heinz-kuhn;low;A fonte apenas informa que seu período de formação artística se deu em Berlim.;MAC USP;high;MAC USP;low;52.52;13.405;;-23.5486657;-46.6382522;100.0;Enciclopédia Itaú Cultural;;high;;;;
Heitor;;;;;;;;;;;;identificação incompleta> não foi possível desambiguar com segurança;;;;;;;;;;;;"homônimo não desambiguado; local de morte não preenchido";;;;;
Heitor dos Prazeres;1898;1966;Brazil;;;;Rio de Janeiro;Rio de Janeiro;male;;;identificação incompleta> não foi possível desambiguar com segurança;Wikidata;high;MAC USP;;-22.9014475;-43.1789159;100.0;-22.9014475;-43.1789159;100.0;Enciclopédia Itaú Cultural;;high;Ulan;Ulan;;high
Helen Faganello;1949;;;Faculdade de Ciências e Letras de Penápolis > continuing education with Rodrigo Naves, Carlos Fajardo, Leda Catunda, Sérgio Romagnolo and Ana Tavares > Ateliê Fidalga study group;-21.42 >  > ;-50.077778 >  > ;Araçatuba, SP, Brazil;;female;https://www.catalogodasartes.com.br/artista/Helen%20Faganello/ | https://helenfaganello.blogspot.com/p/curriculo.html;medium;A formação listada é composta por graduação e formação continuada com artistas/professores.;MAC USP;high;MAC USP;medium;-21.2109137;-50.4259918;;;;;;"currículo e circulação recente consultados; sem evidência de óbito";;site oficial da artista;;;high
Helios Seelinger;1878;1965;Brazil;Escola Nacional de Belas Artes > studio of the brothers Bernardelli > Academia Azbe > Akademie der Bildenden Künste München > studies with Jean-Paul Laurens;-22.8625055 >  > 48.1375 > 48.153196 > ;-43.2256622 >  > 11.575 > 11.580312 > ;Rio de Janeiro;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Helios_Seelinger | https://www.guiadasartes.com.br/helios-seelinger/quem-foi> https://pt.wikipedia.org/wiki/Helios_Seelinger | https://www.ufrgs.br/acervopbsa/autor_/seelinger-helios/;medium;;Wikidata;high;Museu Histórico Nacional;high;-22.9014475;-43.1789159;100.0;-22.9014475;-43.1789159;100.0;Enciclopédia Itaú Cultural;;high;Wikidata;Wikidata;;high
Helmut Breineder;;;Austria;;;;Austria;;male;;;;FILE Festival (biografia do artista);high;FILE;;47.585810005;14.137076948;100.0;;;;;"site oficial e perfil institucional recentes; sem evidência de óbito";;;;;
Henning M. Lederer;;;Germany;FH Düsseldorf (University of Applied Sciences);51.24738888888889;6.791361111111112;Essen, Germany;;male;FILE Festival;high;;Domestika (biografia do artista);medium;FILE;;51.455842999;7.012583;100.0;;;;;"site oficial ativo e atividade recente; sem evidência de óbito";;;;;
Henri de Toulouse-Lautrec;1864;1901;France;Lycée Condorcet > studios of Léon Bonnat and Fernand Cormon;48.874803 >;2.326933 >;Albi;Saint-André-du-Bois;male;https://www.wikidata.org/wiki/Q82445;high;;https://www.britannica.com/biography/Henri-de-Toulouse-Lautrec;high;;high;43.928889;2.146389;;44.605;-0.1830555556;100.0;Musée d'Orsay;;high;Ulan;Ulan;;high
Henri Matisse;1869;1954;France;École des Beaux-Arts de Paris > Académie Julian;48.853997 > 48.871111;2.333500 > 2.341667;Le Cateau-Cambrésis;Nice;male;https://www.musee-matisse-nice.org/en/the-artist/biography/;high;Dados educacionais confirmados em biografia do Musée Matisse.;Wikidata;high;MAC USP;high;50.105603666;3.542665357;100.0;43.695978065;7.271454889;100.0;Britannica;;high;Ulan;Ulan;;high
Henri Nicolas Vinet;1817;1876;France;École des Beaux-Arts de Paris > studio of Paul Delaroche;48.853997 > ;2.333500 > ;Paris;Niterói;male;https://pt.wikipedia.org/wiki/Henri_Nicolas_Vinet | https://enciclopedia.itaucultural.org.br/pessoas/7152-henri-nicolas-vinet;medium;;Wikidata;high;Pinacoteca de São Paulo;medium;48.856372814;2.352529617;100.0;-22.8898227;-43.1220775;100.0;Wikipedia;;medium;Wikidata > Ulan;Wikidata > Ulan;;high
Henrique Bernardelli;1857;1936;Brazil;Academia Imperial de Belas Artes > studio of Domenico Morelli;-22.9071 > ;-43.1829 > ;Valparaíso;Rio de Janeiro;male;Portal Artes> Guia das Artes;medium;;Wikidata;high;Pinacoteca de São Paulo;medium;-33.045557;-71.619421;100.0;-22.9014475;-43.1789159;100.0;Enciclopédia Itaú Cultural;;high;Ulan;Ulan;;high
Henrique José da Silva;1772;1872;Kingdom of Portugal;Aula Régia de Desenho e Figura;38.708042;-9.139016;Lisbon;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Henrique_Jos%C3%A9_da_Silva;medium;A formação aberta recuperável associa o pintor à Aula Régia em Lisboa.;Wikidata;high;Museu Histórico Nacional;medium;38.7070085;-9.1356407;100.0;-22.9014475;-43.1789159;100.0;eViterbo / Wikipedia;;medium;Ulan;Ulan;;high
Henrique Leo Fuhro;1938;2006;Brazil;self-taught;;;Rio Grande;Porto Alegre;male;https://enciclopedia.itaucultural.org.br/pessoas/2904-henrique-leo-fuhro;high;As fontes indicam aprendizado inicial e prática autodidata, sem instituição formal identificada.;Wikidata;high;MAC USP;medium;-32.0350;-52.0986;100.0;-30.0328305556;-51.2301888889;100.0;https://enciclopedia.itaucultural.org.br/pessoas/2904-henrique-leo-fuhro;;high;Ulan;Ulan;;high
Henrique Manzo;1896;1982;Brazil;Liceu de Artes e Ofícios de São Paulo > student of Alfredo Norfini;-23.533145 > ;-46.626758 > ;São Bernrdo do Campo;São Paulo;male;https://pt.wikipedia.org/wiki/Henrique_Manzo | https://enciclopedia.itaucultural.org.br/pessoas/6944-henrique-manzo;medium;;Wikidata;high;Museu Paulista;high;-23.694445;-46.565796;100.0;-23.5486657;-46.6382522;100.0;Enciclopédia Itaú Cultural;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Henrique Pinto;1853;1912;Portugal;Academia de Belas-Artes de Lisboa;38.708042;-9.139016;Cacilhas;Figueiró dos Vinhos;male;https://pt.wikipedia.org/wiki/Henrique_Pinto | https://www.mcafigueirodosvinhos.pt/index.php/o-museu/selecao-de-imagens/13-biografias/47-biografia-de-manuel-henrique-pinto;high;As fontes indicam discipulado com Joaquim Gregório Prieto, Tomás da Anunciação e Simões de Almeida Júnior.;Wikidata;high;Museu Nacional de Belas Artes;medium;38.6873;-9.1477;100.0;39.925211102631;-8.282068285049;100.0;Wikipedia;;medium;https://www.mcafigueirodosvinhos.pt/index.php/o-museu/selecao-de-imagens/13-biografias/47-biografia-de-manuel-henrique-pinto;https://www.mcafigueirodosvinhos.pt/index.php/o-museu/selecao-de-imagens/13-biografias/47-biografia-de-manuel-henrique-pinto;;medium
Henrique Stabile;;;Brazil;Faculdade de Arquitetura e Urbanismo e de Design da USP (FAU-USP) > Universidade Estadual de Londrina;-23.56012 > -23.3253;-46.72985 > -51.2;São Paulo;;male;FILE Festival | Escavador;medium;;Wikidata;high;FILE;;-23.5486657;-46.6382522;100.0;;;;;"site institucional recente consultado; sem evidência de óbito";;;;;
Henry Lieutenant Chamberlain;1796;1844;United Kingdom;Royal Military Academy, Woolwich;51.475;0.0575;England;Bermuda;male;https://en.wikipedia.org/wiki/Henry_Chamberlain_(artist);medium;"the institutional source identifies the birthplace only at country level; “Lieutenant” is a military title incorporated into the catalogued name";Enciclopédia Itaú Cultural;high;Museu da Inconfidência;medium;52.355518;-1.17432;;32.32;-64.74;100.0;Wikipedia;;medium;;;;
Henry Raeburn;1756;1823;United Kingdom of Great Britain and Ireland;George Heriot's School > apprentice to the goldsmith James Gilliland > training in pintura de largely self-taught manner;55.945913 >  > ;-3.194674 >  > ;Stockbridge;Edinburgh;male;https://en.wikipedia.org/wiki/Henry_Raeburn | https://www.britannica.com/biography/Henry-Raeburn;high;A formação formal em pintura é pouco estruturada nas fontes> registro conservador.;Wikidata;high;MASP;low;33.544216;-84.231532;100.0;55.953339501;-3.189106896;100.0;Britannica;;high;;;;
Hercules Araújo;;;;;;;;;;;;formação não localizada com segurança;;;Museu de Arte Religiosa e Tradicional;;;;;;;;;"homônimo não desambiguado; local de morte não preenchido";;;;;
Herman Tacasey;;;;Fundação Armando Álvares Penteado (FAAP) > Universidade Paulista (UNIP);-23.5450155 > -23.5707;-46.6630802 > -46.6450;São Paulo, SP, Brazil;;male;https://www.escavador.com/sobre/8418747/herman-tacasey;medium;A fonte consultada explicita licenciatura em Artes Plásticas e mestrado em Comunicação.;MAC USP;high;MAC USP;high;-23.5486657;-46.6382522;;;;;;"perfil institucional recente indica atividade; sem evidência de óbito";;;;;
Hermann Petzet;1887;;Germany;Akademie der Bildenden Künste München > Kunstgewerbeschule em Nuremberg > Königliche Akademie der Künste in München > Großherzoglich-Badische Kunstschule in Karlsruhe;48.1531959202723 > 49.446028 > 48.1531959202723 > 49.0144;11.5803123911292 > 11.136472 > 11.5803123911292 > 8.38726;Bonnland;Munich;male;https://de.wikipedia.org/wiki/Hermann_Petzet | https://www.askart.com/bio/artist/11061172/artist;medium;As fontes também indicam estudos com Karl Raupp, Ludwig von Löfftz e Gustav Schönleber.;Wikidata;high;MASP;high;50.04959;9.86521;100.0;48.143438999;11.573599;100.0;Deutsche Biographie;;high;Ulan;;;high
Hermelindo Fiaminghi;1920;2004;Brazil;Liceu de Artes e Ofícios de São Paulo > Associação Paulista de Belas Artes;-23.5331446 > -23.550394;-46.6267577 > -46.633947;São Paulo;São Paulo;male;https://pt.wikipedia.org/wiki/Hermelindo_Fiaminghi;medium;também estuda publicidade na Associação Paulista de Propaganda;Wikidata;high;MAC USP;high;-23.5486657;-46.6382522;100.0;-23.5486657;-46.6382522;100.0;MAC USP / Enciclopédia Itaú Cultural;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Hiba Ali;;;Pakistan;Queen's University;44.225;-76.495;Karachi, Pakistan;;female;FILE Festival;high;;Women & Their Work / Capture Photography Festival;high;FILE;;24.8608;67.0104;100.0;;;;;"site oficial e currículo recentes; sem evidência de óbito";;;;;
Hiedy de Assis Corrêa;1926;2001;;self-taught;;;Curitiba, PR, Brazil;Florianópolis;male;https://enciclopedia.itaucultural.org.br/pessoas/8685-hassis;high;;UFSC DAC (curriculum vitae de Hassis);high;Museu Victor Meirelles;medium;-25.4283563;-49.2732515;;-27.5969123;-48.5495751;100.0;MASC / Wikipedia;registro tratado sob a forma artística Hassis;medium;MASC;MASC;;high
Hieronymus Bosch;1440;1516;Northern Netherlands;training in a family workshop with his father and painter brothers;51.702106954;5.302003137;’s-Hertogenbosch;’s-Hertogenbosch;male;https://www.thecollector.com/hieronymus-bosch-early-influences/ | https://en.wikipedia.org/wiki/Hieronymus_Bosch;medium;As fontes apontam aprendizado em dinastia/oficina familiar, sem academia formal documentada.;Wikidata;high;MASP;medium;51.702106954;5.302003137;100.0;51.702106954;5.302003137;100.0;Britannica;;high;Ulan;Ulan;;high
Hilde Weber;1913;1994;Brazil;Hochschule für bildende Künste Hamburg (HFBK Hamburg) > Kunstgewerbeschule Berlin;53.56757 > 52.516666666667;10.03132 > 13.383333333333;Waldau;São Paulo;female;fontes biográficas de referência;medium;instituição identificada> datas não localizadas com precisão;Wikidata;high;MAC USP;low;51.2885;9.5177;100.0;-23.5486657;-46.6382522;100.0;Instituto Moreira Salles (IMS);;high;;;;
Hildebrando de Castro;1957;;;self-taught;;;Olinda, PE, Brazil;;male;https://www.hildebrandodecastro.com.br/about-5;high;As fontes qualificam explicitamente o artista como autodidata> os estudos posteriores com óleo aparecem sem escola formal nomeada.;https://www.hildebrandodecastro.com.br/about-5;high;MAC USP;medium;-8.0089;-34.8553;;;;;;"site oficial ativo; sem evidência de óbito";;https://www.hildebrandodecastro.com.br/about-5;;;high
Hippolyte Vanderburch;1796;1854;France;literary and theatrical training in Paris;48.85666666666667;2.352222222222222;Paris;Paris;male;https://fr.wikipedia.org/wiki/Hippolyte_Vanderburch;medium;Não localizei instituição formal específica> mantida formulação conservadora.;Wikidata;high;Pinacoteca de São Paulo;low;48.856372814;2.352529617;100.0;48.856372814;2.352529617;100.0;Wikipedia (fr);"ajustado de former 9th arrondissement of Paris para Paris; arrondissement histórico normalizado ao nível da cidade";medium;Wikidata > Ulan;Wikidata > Ulan;;high
